-0.0138253997,161.808,138.423046
-0.23423524,196.89551568,35.34237873
0.0111698206,505.654067,17.7398533
-1.11067301,0.000143849445,221.063319,221.063319,172.88875
-21.8683714,0.230110446,238.583791,238.583791,70.7242426
-0.0109075194,341.651167,43.2677094
-0.002836713,61.5069734,61.5069734,163.317317
-0.12562957,56.52932092,56.52932092,44.43209789
6.16875297e-05,303.467861,71.1170954
0.38383075,190.66697563,115.92429557
6.95708683,82.93756092,41.75555919
-0.00839141854,432.554018,3.5306153
0.0174916306,73.3523431,135.525799
0.96180938,74.53602891,22.40876107
-0.000371108711,180.7243,105.344543
2640.59484704,169.75746366,132.09297316
130.6625,100.0,100.0,50.0
499.7268502,429.50551286,2.27720332
